sentiment,text
positive,rising early w/ my lil boys!  have a blessed sunday.
positive,omg @ what rev run just put xd gooood times! 
positive, brazil beat egypt! how would have thought 
positive,can't wait to start p90x tomorrow as a beachbody coach!!!! this is awesome! 
positive, lol - i use to &quot;design&quot; tabletop ads - and knew people ignored my work  how demoralizing!
positive,"another beautiful day here in minnesota! lots to do ... clean, wash clothes, get oil change, buy rest of my supplies for ccd, walk, smile "
positive,taking the dog on a walk..the weather is perfect rite now   sucks becuz she didn't come with me hahaha
positive," - agree. with ups and downs, heuhe "
positive,had a wonderful 21st birthday  thanks loves!
positive,another great oldie  â« 
positive,making use of free wifi at vancouver airport before heading off to toronto 
positive,best. bday. ever. 
positive, oh no!!!! great i hate giving up all that yummy food but i know the results will be worth the sacrifice. 
positive,getting the keys to the new house tonight  yahhh!!!
positive,....wow. tired. lol 
positive,sorting through the 260 photos i took yesterday... doing some serious weeding and loving some of the shots from the cemetery. 
positive," hi ludwik,  thx for following and best regards from liechtenstein "
positive, thank goodness it wasn't 'smack ma bitch up' 
positive," thankyou so much!  haha, no i just rocked up and started taking photos, people looked at me like i was a freak "
positive,"for all those wine, spirits and fine dining affecionados, shout out your favorite restaurant or put so we can shout it out today! "
positive,maybe i should try drinking more of this...  ? 
positive, happy birthday to gerrard  
positive,  how's it going?  eat something!  
positive,the wazza landed on my arm....i told it to get off and he did.respect 
positive, - after facu 
positive,is watching old movies again  i am going to spend all day relaxing! 
positive,twitter me this. twitter me that . . .  hi twitters
positive," a pity, was amazing! comes here the next time! u know any place here? i live in espirito santo, here is cool but's small! "
positive, hey there!  twittering is addictive...in  good way!  
positive,on way back home after a crazy night on the coast 
positive,back home and getting ready to log onto ze computer... 
positive,our zone is on twitter!this is a great way for our zone to be more connected to one another 
positive," lol, voltaire has an interesting style. i'll give him that. i think the message rocks though. "
positive, what's the reading for? 
positive,talking to biljana on msn  cheaahhh and listening to clare the cross bogan!
positive, morning graeme! 
positive," love the photos, what's the pretty cool thing that happened? "
positive,"really enjoyed star trek - great movie, amazing special effects. definately recommend even if your not a trekky "
positive, good evening to you too  btw i just downloaded td and it's a lot of fun to use  great job
positive, what logo did you make with skitch? sharing is caring 
positive,aquianas party!  then studying for earth science final call/text
positive, which means you can totally call me today!  though please don't do it super early in the morning. tiiiiiired. d:
positive,re-readin eclipse.. cant wait for new moon 
positive," heh - i'm always pimping him out on twitter. its shameless, really. he gave me props for it at the show a few weeks ago tho "
positive,going to play in the rain 
positive,"hmmm, i wonder why android has no 'post to flickr' option? "
positive,i feel this is my theme tune  
positive,"got off school early today  haha, so bored. should do chem... nah! haha ?"
positive, .... to sleep their way to the top. thank you for voiceing what we all of hollywood and the non actors truly needed to hear. 
positive,home  eating a firecracker ))))) good nigght
positive, it takes practice and a lot of patience to use cs3  i looked for tutorials online to help me
positive,photovia tiresome) i love waking photos of nature.  
positive, 4 years tuesday. congrats 
positive,is going to eat something.  watching little kids is not my forte.
positive, i have date 
positive, good morning!! i hope you send 1 for me 
positive," o yes, that counts, find yourself ones that will lay, best entertainment 4 the price of chicken scratch. peace mother "
positive,excited about watching up at midnight!!! 
positive,"ok, it has been decided! i am going to go layout now! "
positive,so tired! but had so much fun last night! thank god for starbucks this morning! 
positive," was it delicious?! i've never tried it, though i'd like to in the near future "
positive, nice what did i win 
positive," you could not outrun me...no way, no how.  consider yourself lucky that i'm not close by little girl haha"
positive, aww stinkss he's stunnninnnng  ek! have you spoken to rob?
positive,forgot about this loverly site!  i did misspell lovely on purpose noobs
positive,at my daddys now  either t4 or joderall bank
positive,the kills _ tape song love it  
positive,some people are swimming in women with their own condominiums.....but who paid for them biiiiitches? i like to share my toys too 
positive, i only happened to look on a random chance. timing is everything. 
positive, me toooooo!!!!  hour and a half 
positive,"aww, one of the chinese girls made dinner. yay "
positive,its days like today that make me want to drink bourbon or beer after work thank fuck its home time 
positive,can't wait for tomorrow ! . &lt;3 birthday party  woop ..
positive, &amp;  you guys are pab fags 
positive,"back home from staying at my mums the weekend, peace at last. "
positive," thats ok, i love the bosley voice!    how's my fav island girl this morning?"
positive," got my first tattoo the other day, a cross on my neck, soo glad i did  wot was your first ever tatt?"
positive,phew! got my happy thoughts of the day  wuff! 
positive, thanks for the amazing backgrounds! 
positive," true..  just, drums (there my favourite thing to play), guitar, and bass. you play anything.. ?.. x x x.. (:"
positive," yupp  u can win tickets on hitz.fm but wat to do, i cannot join... ish. but i still wanna go!!! gaga!"
positive,i think the latter.  xd lol. but now getting ready for school. xx.
positive,left his twitter account open on  computer... good thing i'm nice 
positive,www.dance.fm is playing soul to soul 'back to reality' ...yes that one from 1990 
positive," i completely agree, i keep thinking that the worst is over and waiting to see whats ahead "
positive, welcome back!!!  woot woot saving money now for 2010 
positive,i hope the sun lasts til sunday. having our first bbq of the year for my daughter's birthday (fingers crossed) 
positive, hã¡ you rock! 
positive, tommm!!!!! hahaaa...im drinking a cup of coffee and it made me think of you..hmmm wonder whyy!!! 
positive,b day 18 days 
positive," i did delete loads!! this was what was left on my camera, have deleted the ones you dont like "
positive,yayyyy!!!!  kay. done now. so whats happenin?
positive,i saw my boyfriend and his friends and mine get his diploma today and met his parents  i had a great time
positive, love it. i am a sucker for the romantic comedy.  when harry met sally is my favorite movie.
positive, some sort of jonas love party haha. but i loooove you! 
